Household_ID,State,Rural_Urban,Household_Size,Monthly_Income,Education_Level,Employment_Status,Food_Expenditure,Housing_Expenditure,Transport_Expenditure,Healthcare_Expenditure,Other_Expenditures,Total_Expenditure,MPCE,Age_Household_Head,Gender_Household_Head,Electricity_Access,Internet_Access,Cooking_Fuel_Type,Water_Source,Sanitation_Facility,Vehicle_Ownership,Loan_Repayment,Savings,Mobile_Phones_Owned,TV_Ownership,Computer_Ownership,Internet_Data_Usage_GB,Type_of_Employment,Agricultural_Land_Owned,Financial_Aid_Received,Type_of_House,Debt_Amount,Insurance_Coverage
H00629,Gujarat,Rural,7,55952,Graduate,Unemployed,27868,14647,8749,9710,4882,65856,9408.0,53,Female,No,Yes,Wood,Piped Water,No,0,663,29084,3,No,Yes,451,Self-Employed,5,Yes,Rented House,133496,Yes
H00630,Gujarat,Urban,5,10463,No Schooling,Employed,10792,28718,1629,9927,2285,53351,10670.2,74,Male,Yes,No,LPG,Well,No,1,19018,37042,4,Yes,No,442,Self-Employed,7,No,Temporary Shelter,44344,Yes
H00631,Delhi,Rural,1,75448,Graduate,Unemployed,26956,20097,1853,4984,13530,67420,67420.0,72,Male,No,Yes,Other,River,No,0,15735,37638,4,No,Yes,489,Private,7,Yes,Rented House,194164,No
H00632,Tamil Nadu,Rural,6,9648,Postgraduate,Self-Employed,22597,37953,1267,10835,12235,84887,14147.833333333334,76,Female,Yes,No,Wood,River,Yes,2,19158,5933,0,No,Yes,141,Self-Employed,5,Yes,Own House,480575,No
H00633,West Bengal,Urban,5,38623,Postgraduate,Self-Employed,5637,18107,4395,10164,17179,55482,11096.4,46,Female,No,No,Electricity,Well,Yes,2,19874,23486,0,No,No,247,Private,0,Yes,Own House,321739,Yes
H00634,Delhi,Rural,3,64156,Higher Secondary,Unemployed,12355,4010,9374,11601,10745,48085,16028.333333333334,28,Male,No,No,Wood,River,No,2,9763,34913,4,No,No,430,Government,9,No,Own House,447842,No
H00635,Maharashtra,Rural,7,40634,Higher Secondary,Employed,17989,6555,3954,13326,3097,44921,6417.285714285715,76,Male,Yes,Yes,LPG,Other,Yes,2,17907,33905,2,Yes,Yes,102,Government,6,No,Rented House,271344,Yes
H00636,Maharashtra,Rural,9,49602,Graduate,Employed,11290,1067,7829,1077,17564,38827,4314.111111111111,30,Male,No,Yes,Wood,Well,No,2,8053,6342,2,No,No,198,Unemployed,7,No,Rented House,181541,No
H00637,Delhi,Rural,9,54334,Secondary,Self-Employed,7599,29412,2290,3070,824,43195,4799.444444444444,62,Female,No,No,Other,River,Yes,1,17371,28804,0,No,Yes,199,Private,4,Yes,Temporary Shelter,154103,No
H00638,Gujarat,Rural,9,73648,No Schooling,Unemployed,24832,35305,1385,11592,15660,88774,9863.777777777777,50,Male,Yes,Yes,Other,Well,Yes,1,3845,42519,1,No,Yes,41,Government,3,No,Temporary Shelter,134288,Yes
H00639,Maharashtra,Rural,2,27054,No Schooling,Unemployed,16342,12549,8234,12536,13114,62775,31387.5,35,Female,No,Yes,Wood,Other,Yes,1,13496,24932,4,Yes,No,434,Private,6,Yes,Own House,438810,No
H00640,Rajasthan,Urban,3,75028,Higher Secondary,Employed,26941,6680,4406,12139,1486,51652,17217.333333333332,50,Female,No,No,Other,River,Yes,2,6301,12421,3,No,No,146,Government,5,Yes,Own House,262160,No
H00641,Karnataka,Urban,7,27207,Graduate,Employed,15945,26739,4992,11228,1260,60164,8594.857142857143,41,Male,No,No,Other,Piped Water,Yes,2,11885,39030,2,Yes,Yes,65,Private,5,Yes,Temporary Shelter,102974,Yes
H00642,Karnataka,Rural,5,85650,No Schooling,Employed,12762,22209,2573,492,12385,50421,10084.2,48,Male,No,Yes,Other,River,Yes,0,16482,32507,1,Yes,No,430,Private,2,No,Own House,419594,Yes
H00643,Rajasthan,Rural,2,86554,No Schooling,Unemployed,29995,23432,812,10043,9728,74010,37005.0,52,Female,Yes,No,Electricity,River,Yes,1,2288,4173,2,No,Yes,192,Self-Employed,9,Yes,Temporary Shelter,100927,Yes
H00644,Delhi,Urban,3,26386,Secondary,Employed,16312,16116,6769,13023,17790,70010,23336.666666666668,59,Male,No,Yes,LPG,Other,No,2,7796,17767,1,Yes,No,297,Government,3,No,Rented House,424950,Yes
H00645,Rajasthan,Rural,6,88276,Primary,Employed,9382,21045,5817,12798,5999,55041,9173.5,55,Female,No,No,Other,Piped Water,No,2,7263,16135,4,No,Yes,37,Unemployed,4,Yes,Own House,341030,Yes
H00646,West Bengal,Rural,7,64518,Higher Secondary,Self-Employed,29052,27327,1310,8928,864,67481,9640.142857142857,37,Male,No,Yes,Wood,Piped Water,No,2,12777,6832,4,No,No,140,Self-Employed,8,No,Own House,114817,Yes
H00647,West Bengal,Rural,9,57781,Higher Secondary,Employed,10982,36709,7341,14414,8527,77973,8663.666666666666,78,Male,No,Yes,Other,Piped Water,Yes,0,8770,3587,4,No,Yes,105,Unemployed,7,No,Temporary Shelter,145522,No
H00648,Delhi,Urban,1,57780,Primary,Employed,21953,27905,2532,2886,14032,69308,69308.0,59,Male,No,No,Electricity,Other,Yes,2,7385,35052,0,No,Yes,427,Private,2,No,Rented House,394689,Yes
H00649,Rajasthan,Rural,7,66440,No Schooling,Unemployed,9707,8067,7629,433,14908,40744,5820.571428571428,40,Male,No,Yes,Wood,Other,No,0,14862,29525,1,No,No,151,Self-Employed,5,No,Own House,287669,Yes
H00650,West Bengal,Urban,8,49199,Secondary,Unemployed,19130,33559,3205,13720,16605,86219,10777.375,39,Female,No,Yes,LPG,Other,No,0,8464,46758,3,No,Yes,351,Private,9,No,Own House,421788,Yes
H00651,Gujarat,Rural,3,66035,Secondary,Self-Employed,26888,18985,9288,11044,8439,74644,24881.333333333332,67,Female,No,No,Wood,Other,Yes,1,4881,19671,3,No,Yes,413,Government,0,No,Temporary Shelter,304172,No
H00652,Rajasthan,Urban,4,13210,Higher Secondary,Employed,6633,28369,2647,14629,14436,66714,16678.5,42,Female,Yes,Yes,Wood,Other,No,2,16018,29175,4,Yes,Yes,325,Government,2,No,Rented House,168151,Yes
H00653,Gujarat,Urban,6,49363,Secondary,Self-Employed,19304,18864,1115,2574,9761,51618,8603.0,71,Male,Yes,Yes,Wood,Piped Water,No,0,15691,42285,3,Yes,Yes,37,Unemployed,9,No,Temporary Shelter,190039,Yes
H00654,West Bengal,Rural,7,83279,Postgraduate,Unemployed,11269,23614,1447,2472,16363,55165,7880.714285714285,61,Female,Yes,Yes,Wood,Well,No,2,9367,5595,2,No,Yes,96,Government,6,Yes,Rented House,52047,No
H00655,Karnataka,Urban,4,65348,Primary,Self-Employed,15778,16613,6177,1166,13061,52795,13198.75,72,Female,Yes,No,Other,Other,No,1,413,18781,1,No,No,107,Unemployed,6,Yes,Rented House,292254,No
H00656,West Bengal,Rural,8,60284,No Schooling,Unemployed,9008,7447,5151,1089,10947,33642,4205.25,72,Female,No,No,LPG,Well,Yes,1,17934,14881,1,Yes,Yes,118,Private,1,Yes,Temporary Shelter,363184,Yes
H00657,Gujarat,Urban,5,77124,Postgraduate,Self-Employed,17523,6499,8366,4063,14672,51123,10224.6,73,Male,No,No,Other,River,No,0,14714,39965,1,No,Yes,150,Self-Employed,2,Yes,Temporary Shelter,119786,No
H00658,Uttar Pradesh,Rural,1,73847,Primary,Self-Employed,29405,32315,2513,6354,12378,82965,82965.0,65,Female,Yes,No,Electricity,River,No,1,7141,8569,2,Yes,Yes,73,Government,6,Yes,Rented House,92424,No
H00659,Tamil Nadu,Rural,4,27432,Graduate,Employed,20765,2299,4197,3600,12911,43772,10943.0,51,Male,Yes,No,Electricity,Other,No,1,13182,45267,0,Yes,No,56,Private,5,No,Temporary Shelter,133018,Yes
H00660,Maharashtra,Urban,3,69089,Higher Secondary,Self-Employed,5618,5994,990,8426,19965,40993,13664.333333333334,79,Male,Yes,Yes,Wood,River,No,1,16225,16302,2,No,No,365,Self-Employed,6,No,Own House,415159,Yes
H00661,Rajasthan,Rural,9,60398,Secondary,Employed,27373,30878,4850,4742,5948,73791,8199.0,59,Female,No,Yes,Other,Well,Yes,2,1946,20028,1,No,Yes,334,Private,9,No,Own House,254568,Yes
H00662,Uttar Pradesh,Rural,8,8321,Graduate,Employed,22827,16627,2928,3723,2607,48712,6089.0,76,Male,No,Yes,Other,River,No,2,191,11085,1,Yes,Yes,251,Unemployed,8,No,Own House,15740,No
H00663,West Bengal,Urban,1,86348,Secondary,Employed,2272,8489,5487,1963,8428,26639,26639.0,69,Female,Yes,No,LPG,River,No,0,16424,39699,1,Yes,No,406,Private,7,No,Own House,485197,Yes
H00664,Karnataka,Rural,6,42383,Postgraduate,Employed,29586,27111,9233,3491,15734,85155,14192.5,78,Female,Yes,Yes,LPG,Well,No,0,14175,16875,3,No,No,291,Unemployed,5,Yes,Own House,114988,No
H00665,Delhi,Rural,9,83682,No Schooling,Self-Employed,15007,33355,9979,2688,19817,80846,8982.888888888889,59,Female,Yes,No,LPG,River,No,1,10051,1068,0,No,Yes,312,Unemployed,3,Yes,Temporary Shelter,74712,Yes
H00666,West Bengal,Urban,7,84190,No Schooling,Unemployed,20157,9269,5420,11092,16810,62748,8964.0,52,Female,Yes,Yes,Other,Other,No,1,5892,10482,2,Yes,No,254,Government,9,No,Rented House,357546,No
H00667,Karnataka,Urban,4,57893,No Schooling,Unemployed,4547,3831,3426,1758,19713,33275,8318.75,63,Female,Yes,No,LPG,Well,Yes,0,3449,5251,1,Yes,Yes,253,Unemployed,8,Yes,Temporary Shelter,437867,Yes
H00668,Tamil Nadu,Rural,1,40820,Secondary,Unemployed,5164,12819,7782,4890,14028,44683,44683.0,62,Male,No,Yes,LPG,Well,No,1,8327,26904,4,Yes,Yes,384,Unemployed,6,Yes,Own House,37269,No
H00669,West Bengal,Rural,2,71262,Graduate,Self-Employed,23164,25813,4876,6321,13813,73987,36993.5,33,Female,Yes,Yes,LPG,Piped Water,No,0,5909,43686,0,No,Yes,455,Private,4,No,Own House,470370,Yes
H00670,Gujarat,Urban,5,8760,No Schooling,Employed,16414,22637,9990,2476,2059,53576,10715.2,36,Male,No,No,Wood,Piped Water,Yes,2,12393,32359,4,No,No,258,Unemployed,1,No,Temporary Shelter,221344,Yes
H00671,Delhi,Urban,5,27190,Graduate,Unemployed,16327,2996,5368,12398,18625,55714,11142.8,39,Female,Yes,Yes,Electricity,Well,No,1,1941,20848,0,No,Yes,269,Unemployed,8,Yes,Temporary Shelter,300826,Yes
H00672,Karnataka,Rural,8,72411,Secondary,Self-Employed,17576,4089,7486,4639,15667,49457,6182.125,45,Female,Yes,Yes,Electricity,Well,Yes,1,4221,19791,1,Yes,Yes,464,Private,6,Yes,Rented House,120359,No
H00673,Karnataka,Urban,6,28377,Postgraduate,Employed,2946,34291,7362,1303,15843,61745,10290.833333333334,76,Female,No,No,Other,Piped Water,No,1,6543,32120,0,Yes,No,33,Self-Employed,8,No,Own House,155673,No
H00674,Karnataka,Rural,8,51737,Graduate,Unemployed,16693,21659,4923,7720,6330,57325,7165.625,59,Male,Yes,Yes,Other,Other,Yes,2,17942,43660,0,No,Yes,494,Government,8,Yes,Temporary Shelter,294994,Yes
H00675,Tamil Nadu,Rural,2,74569,Postgraduate,Employed,29241,31429,7370,9811,8023,85874,42937.0,66,Male,No,Yes,Wood,River,Yes,2,14012,27356,1,Yes,Yes,325,Private,9,No,Rented House,41132,No
H00676,West Bengal,Rural,3,43211,Secondary,Unemployed,18890,16732,8659,5609,17509,67399,22466.333333333332,57,Male,No,No,Electricity,River,No,1,2121,6225,4,Yes,Yes,324,Unemployed,4,Yes,Own House,443366,Yes
H00677,Tamil Nadu,Rural,6,87909,Secondary,Unemployed,17540,20506,2573,9870,18574,69063,11510.5,75,Male,Yes,No,LPG,River,Yes,0,17412,4470,4,Yes,No,237,Private,6,Yes,Own House,136876,No
H00678,Rajasthan,Rural,3,8744,Higher Secondary,Unemployed,8719,6190,6670,12306,16024,49909,16636.333333333332,43,Female,Yes,No,LPG,Well,No,2,11726,4938,3,Yes,No,178,Self-Employed,4,No,Own House,252697,Yes
H00679,Maharashtra,Urban,6,29995,Secondary,Employed,10435,5575,1201,12134,13785,43130,7188.333333333333,79,Female,No,No,Other,Other,Yes,1,5656,49043,4,Yes,Yes,488,Private,2,Yes,Temporary Shelter,85061,No
H00680,Maharashtra,Urban,6,21977,Secondary,Self-Employed,27081,35565,8613,13639,11473,96371,16061.833333333334,47,Male,No,No,Electricity,Piped Water,Yes,1,8967,3234,4,No,No,103,Private,9,No,Own House,52034,No
H00681,Rajasthan,Urban,2,39542,Primary,Employed,13350,35899,7325,8069,3506,68149,34074.5,37,Male,Yes,Yes,Other,Other,No,2,19422,45559,0,No,Yes,28,Private,7,Yes,Own House,307205,No
H00682,West Bengal,Urban,7,15651,No Schooling,Unemployed,24744,24706,8367,3156,4802,65775,9396.42857142857,68,Male,No,No,Other,Other,Yes,0,15764,43299,3,No,Yes,226,Private,7,Yes,Rented House,420635,No
H00683,Gujarat,Rural,2,83931,Higher Secondary,Employed,26041,23884,4764,7910,17972,80571,40285.5,25,Female,Yes,No,LPG,River,No,1,15873,11656,1,No,No,465,Unemployed,8,No,Temporary Shelter,416962,No
H00684,Tamil Nadu,Rural,6,21715,Higher Secondary,Self-Employed,5590,18199,8468,6217,5111,43585,7264.166666666667,75,Male,No,Yes,LPG,Piped Water,Yes,0,11079,33922,1,No,No,231,Private,5,Yes,Rented House,340492,Yes
H00685,Delhi,Rural,1,49409,Higher Secondary,Employed,12064,13479,8646,9774,9872,53835,53835.0,53,Male,Yes,Yes,Electricity,Other,Yes,0,18262,28077,2,Yes,Yes,303,Self-Employed,1,No,Temporary Shelter,485438,No
H00686,Karnataka,Rural,3,29306,Primary,Self-Employed,19576,35178,8276,10966,14580,88576,29525.333333333332,48,Female,No,Yes,Other,Piped Water,No,2,2271,20213,3,Yes,No,349,Private,2,No,Own House,232460,No
H00687,Karnataka,Urban,2,24086,Postgraduate,Self-Employed,19848,13665,9058,3584,15582,61737,30868.5,40,Male,No,Yes,Wood,Well,No,1,1607,30666,0,Yes,No,334,Private,9,Yes,Rented House,460797,No
H00688,West Bengal,Rural,7,19376,Secondary,Employed,2390,1534,9219,14610,15141,42894,6127.714285714285,49,Female,Yes,Yes,Electricity,River,Yes,1,19523,2769,2,No,No,116,Unemployed,5,No,Temporary Shelter,156408,No
H00689,Gujarat,Rural,4,66350,No Schooling,Unemployed,23999,27292,5386,9961,10593,77231,19307.75,79,Female,No,No,Other,Piped Water,No,0,15679,49527,2,Yes,Yes,206,Unemployed,0,No,Temporary Shelter,114892,Yes
H00690,Maharashtra,Urban,8,76425,Graduate,Self-Employed,14668,37132,4435,10286,8878,75399,9424.875,47,Female,No,Yes,Electricity,Well,No,2,16989,16181,1,Yes,Yes,399,Private,1,No,Own House,45952,No
H00691,Maharashtra,Urban,6,41636,Postgraduate,Employed,13569,37110,5119,10635,2097,68530,11421.666666666666,52,Female,No,No,Electricity,Well,Yes,2,3665,13038,4,Yes,No,184,Unemployed,7,Yes,Own House,358140,No
H00692,Karnataka,Urban,4,91120,Secondary,Self-Employed,15029,23469,5691,10258,12100,66547,16636.75,71,Female,No,Yes,Electricity,Well,Yes,2,16308,5817,0,No,Yes,480,Unemployed,7,No,Rented House,178215,Yes
H00693,West Bengal,Urban,5,56649,Primary,Unemployed,24490,38268,7375,228,4247,74608,14921.6,40,Male,No,No,Wood,Other,No,0,5852,12382,3,Yes,Yes,137,Private,5,No,Rented House,480420,Yes
H00694,Tamil Nadu,Rural,9,39610,Secondary,Employed,15107,2172,8356,9097,14379,49111,5456.777777777777,67,Male,No,Yes,Wood,Other,Yes,0,5462,47759,2,Yes,No,402,Unemployed,2,Yes,Temporary Shelter,388126,No
H00695,Maharashtra,Rural,7,15058,Secondary,Employed,27248,28914,5901,9412,19554,91029,13004.142857142857,62,Female,No,No,LPG,River,No,1,18528,42165,0,No,Yes,484,Government,1,No,Rented House,59379,Yes
H00696,Tamil Nadu,Urban,9,79637,Primary,Employed,4560,21901,3522,10455,13517,53955,5995.0,35,Female,Yes,No,LPG,River,No,2,4270,14301,1,No,No,497,Government,5,No,Own House,165392,No
H00697,Gujarat,Rural,7,83033,Higher Secondary,Unemployed,7867,35409,6238,9838,19464,78816,11259.42857142857,27,Male,No,No,Other,Well,No,0,15697,16389,2,Yes,Yes,322,Government,0,No,Rented House,368264,No
H00698,Maharashtra,Rural,1,75194,Higher Secondary,Self-Employed,17284,20324,6484,7956,7932,59980,59980.0,39,Male,No,No,Electricity,River,No,2,17760,24506,2,No,Yes,163,Unemployed,9,Yes,Rented House,127852,Yes
H00699,Maharashtra,Rural,8,81917,No Schooling,Employed,3211,9738,2270,7148,19390,41757,5219.625,25,Female,Yes,No,Other,Other,No,0,3462,31386,1,Yes,No,387,Government,5,Yes,Temporary Shelter,360255,No
H00700,Uttar Pradesh,Urban,4,69200,No Schooling,Self-Employed,11121,38494,9489,12056,5225,76385,19096.25,31,Male,No,No,LPG,River,No,1,15474,12973,1,No,Yes,74,Self-Employed,8,Yes,Own House,492344,Yes
H00701,Maharashtra,Rural,3,51619,Higher Secondary,Self-Employed,3539,25054,3715,11379,10937,54624,18208.0,25,Male,No,No,Wood,Piped Water,Yes,2,347,16612,1,Yes,No,232,Government,6,Yes,Temporary Shelter,36516,Yes
H00702,Rajasthan,Urban,7,22154,Postgraduate,Unemployed,27488,30709,7194,5955,13769,85115,12159.285714285714,73,Female,Yes,No,LPG,Other,No,0,16384,29027,0,Yes,Yes,416,Self-Employed,8,Yes,Own House,190861,No
H00703,Delhi,Rural,3,24539,Graduate,Employed,19027,21107,3476,3802,13592,61004,20334.666666666668,56,Male,No,No,Other,Well,Yes,2,62,23561,0,No,Yes,283,Unemployed,1,Yes,Own House,333258,No
H00704,Rajasthan,Rural,8,65058,Secondary,Self-Employed,10693,1363,4237,5262,7502,29057,3632.125,33,Male,No,No,LPG,Well,No,0,1783,20810,0,No,Yes,479,Government,4,No,Temporary Shelter,251672,Yes
H00705,West Bengal,Rural,6,67068,Graduate,Employed,10921,11358,1252,12077,6631,42239,7039.833333333333,53,Male,Yes,Yes,Other,River,Yes,0,8417,20052,4,No,No,376,Self-Employed,8,Yes,Rented House,384222,No
H00706,West Bengal,Urban,5,82313,Secondary,Employed,19667,37077,1892,8271,13761,80668,16133.6,50,Male,Yes,No,Other,Other,Yes,0,6566,13548,2,No,Yes,254,Unemployed,6,Yes,Temporary Shelter,391801,Yes
H00707,Tamil Nadu,Rural,4,35373,Higher Secondary,Unemployed,26064,4240,7289,7444,13112,58149,14537.25,47,Female,No,No,Other,Well,Yes,2,17426,15298,0,Yes,Yes,463,Government,8,Yes,Rented House,234573,Yes
H00708,Rajasthan,Urban,8,38154,No Schooling,Employed,12310,7665,1177,6572,5037,32761,4095.125,69,Male,No,Yes,Other,Well,No,0,10872,7722,4,No,No,8,Private,5,Yes,Temporary Shelter,61240,Yes
H00709,Rajasthan,Urban,8,11031,Postgraduate,Employed,25729,2936,605,7305,13591,50166,6270.75,67,Female,Yes,No,LPG,Other,Yes,1,15318,40948,2,Yes,No,202,Government,6,No,Temporary Shelter,303942,Yes
H00710,Rajasthan,Urban,1,98533,No Schooling,Self-Employed,14744,26538,5253,11760,2835,61130,61130.0,53,Male,No,No,Other,Other,Yes,2,1234,2502,0,Yes,Yes,389,Government,9,No,Rented House,217687,No
H00711,Gujarat,Rural,9,76975,Graduate,Unemployed,6386,12998,2446,3781,4821,30432,3381.3333333333335,76,Female,Yes,Yes,Other,Well,No,1,1984,36424,1,Yes,No,378,Government,4,Yes,Rented House,449136,No
H00712,Maharashtra,Rural,5,27785,No Schooling,Employed,19303,1882,6044,2962,13754,43945,8789.0,62,Female,Yes,Yes,Electricity,River,Yes,1,17978,28567,3,No,No,304,Private,5,No,Rented House,380515,No
H00713,Delhi,Rural,4,83928,Higher Secondary,Self-Employed,14242,21224,1595,12429,19869,69359,17339.75,57,Male,Yes,No,Other,River,Yes,2,1952,35061,0,Yes,No,90,Self-Employed,0,Yes,Temporary Shelter,66473,No
H00714,Tamil Nadu,Rural,6,33669,Postgraduate,Unemployed,20723,31825,7485,772,1059,61864,10310.666666666666,31,Female,No,Yes,LPG,River,No,0,18079,43107,3,Yes,No,380,Self-Employed,0,No,Rented House,196398,No
H00715,Rajasthan,Urban,6,99475,Graduate,Unemployed,16257,6204,2282,7905,1213,33861,5643.5,36,Female,Yes,No,Other,Piped Water,Yes,1,17338,20839,0,No,Yes,331,Private,1,Yes,Rented House,125811,No
H00716,Rajasthan,Urban,2,7282,Postgraduate,Self-Employed,10947,29885,5041,14094,5093,65060,32530.0,55,Female,Yes,No,Wood,Other,Yes,2,3291,18618,1,Yes,No,149,Government,3,Yes,Rented House,466347,Yes
H00717,Uttar Pradesh,Urban,8,39624,Secondary,Self-Employed,15946,4203,3757,12480,15684,52070,6508.75,56,Female,Yes,No,Wood,Well,No,0,8548,26647,3,Yes,Yes,359,Government,8,Yes,Own House,393640,No
H00718,Tamil Nadu,Rural,7,53438,No Schooling,Self-Employed,7930,3244,6713,814,15761,34462,4923.142857142857,78,Female,No,Yes,Other,Piped Water,Yes,2,14504,29036,4,Yes,Yes,175,Government,6,Yes,Rented House,194946,Yes
H00719,Rajasthan,Urban,1,94900,Postgraduate,Self-Employed,7402,33786,5369,4250,756,51563,51563.0,44,Male,No,No,Wood,River,Yes,2,11787,20387,1,No,Yes,484,Self-Employed,5,No,Rented House,109806,Yes
H00720,Tamil Nadu,Rural,5,72534,Primary,Self-Employed,24047,4083,2061,525,15074,45790,9158.0,79,Female,No,No,Wood,Piped Water,Yes,2,968,41451,3,Yes,No,404,Self-Employed,0,Yes,Rented House,134123,Yes
H00721,Maharashtra,Urban,6,36705,No Schooling,Employed,28445,22584,4506,3940,537,60012,10002.0,75,Female,Yes,Yes,LPG,Well,Yes,0,16625,25576,3,Yes,No,32,Private,4,No,Own House,101209,No
H00722,Uttar Pradesh,Rural,4,43244,Secondary,Employed,18017,9521,9814,558,10764,48674,12168.5,41,Male,No,No,Electricity,Well,No,1,4234,12975,1,Yes,Yes,464,Unemployed,3,No,Own House,359022,Yes
H00723,Tamil Nadu,Rural,2,79964,Postgraduate,Unemployed,23659,34541,4481,3977,13197,79855,39927.5,60,Male,No,No,Wood,Other,No,1,8338,10786,1,No,Yes,183,Private,4,No,Rented House,452697,No
H00724,Delhi,Urban,4,42437,Graduate,Employed,2507,30063,9993,6106,9152,57821,14455.25,27,Female,Yes,No,Wood,River,No,2,7349,17636,1,No,No,156,Self-Employed,8,Yes,Rented House,457088,Yes
H00725,Delhi,Urban,1,82872,Secondary,Employed,3436,5732,6182,10763,16430,42543,42543.0,25,Male,Yes,No,Electricity,River,No,2,13368,34162,2,No,No,52,Government,2,No,Rented House,77774,No
H00726,West Bengal,Urban,7,79878,Primary,Employed,29151,28518,6282,1921,2332,68204,9743.42857142857,74,Male,No,No,Electricity,Piped Water,Yes,0,15201,48316,4,Yes,Yes,295,Government,3,No,Rented House,289930,No
H00727,Uttar Pradesh,Urban,2,77982,Postgraduate,Self-Employed,13618,30697,1443,1549,16017,63324,31662.0,51,Male,No,No,Wood,River,No,2,16070,25141,0,Yes,No,201,Government,7,No,Own House,95204,No
H00728,Uttar Pradesh,Rural,2,55583,Higher Secondary,Unemployed,10750,3567,5050,3896,5667,28930,14465.0,77,Male,Yes,Yes,Other,Piped Water,No,2,8734,31753,3,Yes,No,273,Government,2,Yes,Rented House,199302,No
H00729,West Bengal,Urban,9,43392,No Schooling,Unemployed,18122,17121,9637,4096,932,49908,5545.333333333333,71,Male,No,No,Wood,Well,Yes,2,8883,21773,0,Yes,Yes,174,Unemployed,2,No,Own House,200203,No
H00730,Tamil Nadu,Urban,5,12461,Graduate,Unemployed,9354,2674,1100,4460,4651,22239,4447.8,64,Male,Yes,No,Other,Well,Yes,1,1025,10467,1,Yes,No,243,Private,8,Yes,Temporary Shelter,132339,Yes
H00731,Uttar Pradesh,Urban,2,15516,Higher Secondary,Unemployed,13294,11875,6876,9988,15412,57445,28722.5,57,Female,Yes,Yes,Other,Well,Yes,2,12197,19729,4,No,No,268,Private,4,No,Own House,459173,No
H00732,Delhi,Rural,9,84285,Postgraduate,Employed,22900,1739,2024,10019,6911,43593,4843.666666666667,44,Female,No,No,Other,Well,No,1,3359,46205,4,Yes,Yes,410,Self-Employed,9,No,Temporary Shelter,193717,No
H00733,Delhi,Rural,9,22514,Postgraduate,Employed,15840,2545,4266,7141,18635,48427,5380.777777777777,38,Male,No,No,Electricity,Well,Yes,0,5257,23200,2,Yes,No,445,Private,0,Yes,Own House,19650,Yes
H00734,Rajasthan,Urban,1,41268,Secondary,Self-Employed,22006,30140,750,10894,756,64546,64546.0,60,Male,No,Yes,Wood,Piped Water,Yes,0,2951,6754,1,No,Yes,73,Unemployed,6,Yes,Own House,269161,No
H00735,Maharashtra,Rural,3,95486,Postgraduate,Unemployed,6399,10327,578,13664,1171,32139,10713.0,29,Female,No,Yes,Wood,Well,Yes,1,7389,25163,3,No,No,95,Unemployed,6,No,Own House,403065,No
H00736,Uttar Pradesh,Urban,4,41788,Graduate,Employed,7037,6127,3623,4008,989,21784,5446.0,47,Male,Yes,Yes,LPG,Piped Water,No,1,14666,19422,2,Yes,Yes,360,Unemployed,5,Yes,Rented House,247860,No
H00737,Tamil Nadu,Rural,7,80749,Higher Secondary,Employed,26495,24331,9589,5446,7389,73250,10464.285714285714,69,Female,No,Yes,Electricity,Well,No,1,14952,19110,1,No,No,172,Government,5,No,Own House,220121,No
H00738,West Bengal,Rural,4,66049,Graduate,Self-Employed,17848,24004,7564,8584,12406,70406,17601.5,39,Male,No,Yes,LPG,Piped Water,No,1,18939,12793,2,No,Yes,386,Self-Employed,2,No,Rented House,324597,No
